origin_id_user,destination_id_user,created_at
5662611761154100570,4578752548300521406,2021-03-31 16:14:34.107124+00
5662611761154100570,473165195765834390,2020-10-18 09:53:49.73+00
5662611761154100570,3000029584310839308,2020-11-18 15:05:51.507+00
5662611761154100570,3146812136517096184,2020-10-06 13:59:38.615+00
5662611761154100570,5360388313199267805,2021-01-23 15:43:12.701467+00
5662611761154100570,1254291982294166203,2020-10-25 11:25:49.141+00
5662611761154100570,5667948252906922631,2020-11-10 16:40:07.555+00
5662611761154100570,5799031067080426963,2020-11-02 10:31:38.613+00
5662611761154100570,950571844276251364,2020-11-10 12:56:59.514+00
5662611761154100570,2557838176482127861,2020-10-19 07:22:42.033+00
5662611761154100570,5569712653641682656,2020-10-20 10:16:07.594+00
5662611761154100570,1312248130551447410,2020-11-07 08:27:07.228+00
5662611761154100570,835405523901536263,2020-10-19 09:14:41.276+00
5662611761154100570,378482298568997737,2020-09-21 21:34:55.268+00
5662611761154100570,4046019769559815505,2020-10-08 14:54:23.063+00
5662611761154100570,6803277595540671062,2020-09-23 14:22:18.248+00
5662611761154100570,1654237165802671770,2020-10-20 08:26:48.608+00
5662611761154100570,2237276845615296384,2020-10-08 15:34:11.597+00
5662611761154100570,6321887229348302000,2020-10-06 10:05:44.778+00
5662611761154100570,7716976092433074502,2020-11-10 12:57:02.848+00
5662611761154100570,5542082814718587287,2020-11-10 12:57:00.978+00
5662611761154100570,4314642461146613272,2020-11-06 14:31:49.495+00
5662611761154100570,6442566126864027946,2020-11-10 17:39:21.059+00
5662611761154100570,2542409714945749474,2020-11-10 12:57:37.818+00
5662611761154100570,5280826601935438200,2020-11-10 12:57:06.937+00
5662611761154100570,2723016987325423056,2020-11-06 14:31:58.431+00
5662611761154100570,5523897764560843373,2020-10-21 15:04:01.316+00
5662611761154100570,8412001232520950232,2020-10-21 15:04:02.294+00
5662611761154100570,5323923260874601690,2020-10-18 09:53:53.065+00
5662611761154100570,5824599218942905235,2020-10-20 10:21:57.076+00
5662611761154100570,9065266719713686830,2020-11-10 12:57:35.917+00
5662611761154100570,2922595914155922418,2020-11-12 14:23:36.932+00
5662611761154100570,4014314687968825182,2020-10-19 07:22:43.419+00
5662611761154100570,7452245829597333115,2020-10-20 10:52:05.775+00
5662611761154100570,7841143388293411216,2020-10-27 09:55:51.545+00
5662611761154100570,4518906319359228871,2020-10-20 08:26:23.124+00
5662611761154100570,1059597418107618144,2020-10-20 08:26:42.516+00
5662611761154100570,835393429966426943,2020-10-20 09:47:11.596+00
5662611761154100570,6726253869702581843,2020-10-20 10:09:46.932+00
5662611761154100570,3244178234284660318,2020-10-20 11:50:36.289+00
5662611761154100570,2894775906497881750,2020-10-20 12:27:16.991+00
5662611761154100570,3335644394331887865,2020-10-20 12:28:58.989+00
5662611761154100570,7878337366338162783,2020-11-10 12:57:12.578+00
5662611761154100570,3481073274002755614,2020-11-06 14:31:48.181+00
5662611761154100570,1259786790383039437,2020-10-20 14:21:57.49+00
5662611761154100570,1801844697498260741,2020-10-20 14:47:46.943+00
5662611761154100570,155188713627307326,2020-11-10 12:57:20.806+00
5662611761154100570,5013530002248060823,2020-10-28 09:48:44.453+00
5662611761154100570,1144606718190802490,2020-11-10 12:56:51.193+00
5662611761154100570,9001350650266599675,2020-10-20 16:19:00.554+00
5662611761154100570,1143828811124503961,2020-11-06 14:31:49.007+00
5662611761154100570,4308906648625109291,2020-11-10 12:57:23.118+00
5662611761154100570,7491621477704143788,2020-10-21 07:29:05.625+00
5662611761154100570,5416963777046154326,2020-11-10 12:57:10.497+00
5662611761154100570,6019379869616019748,2020-10-21 07:25:04.253+00
5662611761154100570,293128385036142565,2020-10-28 08:49:44.355+00
5662611761154100570,2582589518913119800,2020-11-10 12:57:11.295+00
5662611761154100570,3913379579482932768,2020-11-10 12:56:18.94+00
5662611761154100570,9210314668719019572,2020-10-21 15:03:42.423+00
5662611761154100570,669018323884386988,2020-11-06 14:31:47.381+00
5662611761154100570,7889245662828985584,2020-10-21 16:04:09.307+00
5662611761154100570,466494073391991833,2020-10-22 10:07:03.604+00
5662611761154100570,5478726033901676896,2020-10-22 10:07:02.726+00
5662611761154100570,7395111197577678318,2020-11-10 12:57:11.969+00
5662611761154100570,4364191615548407241,2020-11-26 17:01:51.102+00
5662611761154100570,3355150336542252768,2020-10-22 21:24:52.632+00
5662611761154100570,7995084402678019946,2020-10-23 13:07:58.939+00
5662611761154100570,5766424595739243266,2020-10-29 15:29:56.496+00
5662611761154100570,5114477269347281093,2020-10-23 13:08:15.958+00
5662611761154100570,5809041592010430134,2020-10-24 07:30:03.48+00
5662611761154100570,8042948119252712491,2020-10-24 17:43:19.964+00
5662611761154100570,7416477288413185765,2020-10-26 11:01:12.191+00
5662611761154100570,7316008594556535521,2020-10-26 11:01:08.169+00
5662611761154100570,2316600667780885588,2020-11-06 14:32:10.737+00
5662611761154100570,4562070309429261921,2020-10-27 09:55:28.181+00
5662611761154100570,2591869394204919723,2020-10-27 09:55:23.216+00
5662611761154100570,3612554554390713215,2020-10-27 09:55:30.757+00
5662611761154100570,4296508470007746253,2020-10-27 09:55:35.619+00
5662611761154100570,7184719426272067454,2020-10-27 09:55:36.384+00
5662611761154100570,6683320946912845477,2020-10-27 09:55:23.789+00
5662611761154100570,6741149765492815358,2020-10-27 09:55:25.876+00
5662611761154100570,1800832710922101537,2020-10-27 09:55:24.386+00
5662611761154100570,5100073352069563444,2020-11-06 14:31:47.761+00
5662611761154100570,5139673088479939126,2020-10-27 09:55:34.307+00
5662611761154100570,3961495698634071777,2020-10-28 09:48:45.037+00
5662611761154100570,2652706003496295388,2020-10-27 09:55:25.481+00
5662611761154100570,285284586486339964,2020-10-27 09:55:35.017+00
5662611761154100570,1258729432265518667,2020-11-10 17:39:19.807+00
5662611761154100570,7208407396300855327,2020-11-06 14:31:57.507+00
5662611761154100570,8251807294838109773,2020-10-27 14:15:09.207+00
5662611761154100570,8727278189663363480,2020-10-27 22:15:55.34+00
5662611761154100570,2962013975238835888,2020-10-27 22:15:54.893+00
5662611761154100570,8853195523552927718,2020-10-27 22:15:55.8+00
5662611761154100570,4009644810237957807,2020-10-28 07:57:04.478+00
5662611761154100570,7111564292493153100,2020-10-28 08:49:44.89+00
5662611761154100570,2317842916827228871,2020-10-28 08:49:45.364+00
5662611761154100570,8002535457818564275,2020-10-28 08:49:43.708+00
5662611761154100570,9089948363882817506,2020-10-28 09:03:45.261+00
5662611761154100570,5437702499828403736,2020-10-28 09:48:34.338+00
5662611761154100570,8331739503580050571,2020-10-28 18:24:31.349+00
5662611761154100570,1553085848476331392,2020-10-28 16:05:18.313+00
5662611761154100570,6200312873086218665,2020-10-28 14:19:38.732+00
5662611761154100570,2245496163452578069,2020-10-28 18:24:30.658+00
5662611761154100570,8754742222348817217,2020-10-28 12:56:57.244+00
5662611761154100570,6237745844359815599,2020-10-29 16:13:49.381+00
5662611761154100570,7273826977675772160,2020-10-29 08:46:01.341+00
5662611761154100570,809334107046218210,2020-10-29 08:45:46.295+00
5662611761154100570,3228513548794648539,2020-10-29 16:59:29.846+00
5662611761154100570,4198913893294511905,2020-11-02 10:32:46.628+00
5662611761154100570,6454032207599579310,2020-10-31 20:03:55.265+00
5662611761154100570,418021716602035007,2020-11-10 12:57:29.708+00
5662611761154100570,6758937047322953809,2020-11-02 10:32:19.298+00
5662611761154100570,3665754837390907531,2020-11-02 10:32:17.56+00
5662611761154100570,2496137656987021732,2020-11-02 10:32:18.339+00
5662611761154100570,7254005582802275665,2020-11-02 17:42:05.243+00
5662611761154100570,6204262233210811737,2020-11-02 17:41:51.665+00
5662611761154100570,5834991001688192583,2020-11-02 17:41:44.379+00
5662611761154100570,3099839113947778161,2020-11-03 10:34:43.088+00
5662611761154100570,5668787662815346615,2020-11-03 10:34:33.921+00
5662611761154100570,995862226315639184,2020-11-10 12:57:13.707+00
5662611761154100570,3681560069227139815,2020-11-06 14:32:09.956+00
5662611761154100570,2733676929582203559,2020-11-06 14:32:11.446+00
5662611761154100570,7864834582431484239,2020-11-06 14:31:58.028+00
5662611761154100570,5621534585265220595,2020-11-25 23:04:48.534+00
5662611761154100570,3872912378947797092,2020-11-10 12:56:18.125+00
5662611761154100570,9203483486488200964,2020-11-18 15:06:03.09+00
5662611761154100570,686734388087859853,2020-11-18 15:06:10.584+00
5662611761154100570,3440323574651209741,2021-04-02 12:01:00.326534+00
5662611761154100570,8644101315264184847,2021-03-04 11:09:52.59182+00
5662611761154100570,5659095684702158316,2021-01-14 16:24:47.797+00
5662611761154100570,8470470194950725626,2021-01-14 16:24:48.543+00
5662611761154100570,3461630385475776895,2021-03-11 16:03:41.325032+00
5662611761154100570,2550752004658560003,2021-03-08 15:45:29.641854+00
5662611761154100570,3592576314651664335,2021-03-11 16:17:57.814422+00
5662611761154100570,4562113731057624155,2021-03-11 16:09:50.289443+00
5662611761154100570,2734307966550763122,2021-03-11 16:09:35.860799+00
5662611761154100570,6124916960353900549,2021-03-11 16:09:54.840412+00
5662611761154100570,917906365134257174,2021-03-11 16:09:39.989076+00
5662611761154100570,7852102901025133118,2021-03-11 16:09:33.019762+00
5662611761154100570,3895878736028688240,2021-03-12 15:42:53.426504+00
5662611761154100570,6222022431525876749,2021-03-15 10:19:15.568284+00
5662611761154100570,4730781603357225163,2021-03-15 10:19:19.927402+00
5662611761154100570,341303801045257127,2021-05-27 21:29:30.964868+00
5662611761154100570,4246185731608653350,2021-05-11 12:18:27.805617+00
5662611761154100570,383330968107520464,2021-05-27 21:29:53.219163+00
5662611761154100570,2974644751621838956,2021-06-09 17:24:35.872976+00
5662611761154100570,6469962823921690769,2021-08-20 07:51:38.725318+00
5662611761154100570,3680160058156631077,2021-08-30 09:28:45.275165+00
5662611761154100570,4324295936551962813,2021-09-07 08:20:06.318909+00
5662611761154100570,2489818616608914550,2021-09-20 08:58:20.203751+00
5662611761154100570,6296909813641794535,2021-10-15 10:23:11.518643+00
5662611761154100570,2836361692710868655,2021-12-23 08:23:45.046475+00
5662611761154100570,3390355576375252310,2021-09-29 14:02:03.288315+00
5662611761154100570,5648262051120687774,2021-09-23 16:08:50.401517+00
5662611761154100570,7082473656615176209,2021-09-24 10:56:04.02106+00
5662611761154100570,3744693109442192459,2021-09-28 12:31:44.302292+00
5662611761154100570,3613012534586961844,2021-09-29 14:45:05.630495+00
5662611761154100570,5697679938070639894,2021-09-29 13:48:03.720035+00
5662611761154100570,3453575431807507840,2021-09-29 13:47:50.472218+00
5662611761154100570,7628093570866960481,2021-09-29 13:59:58.42484+00
5662611761154100570,539751791241525494,2021-09-29 13:48:09.386876+00
5662611761154100570,3972628375332575742,2021-09-29 13:59:54.244873+00
5662611761154100570,109422491251693109,2021-09-29 13:48:15.369418+00
5662611761154100570,5633563397080701197,2021-09-29 13:47:57.623392+00
5662611761154100570,6071660816911749637,2021-09-29 16:11:26.622707+00
5662611761154100570,68001600468239777,2021-10-05 13:12:10.369961+00
5662611761154100570,5778787487329006358,2021-10-06 06:25:36.012492+00
5662611761154100570,8084304588086158073,2021-10-06 07:02:00.458717+00
5662611761154100570,529005821816220336,2021-10-06 07:22:27.300348+00
5662611761154100570,6686187786632041442,2021-10-06 10:29:53.966392+00
5662611761154100570,8995351159842884550,2021-10-10 11:45:35.281698+00
5662611761154100570,4273943099609635291,2021-10-10 11:45:39.914295+00
5662611761154100570,3280984547293264518,2021-10-22 08:48:28.000236+00
5662611761154100570,6086237178515132777,2021-10-15 15:05:02.273967+00
5662611761154100570,8941748238558887842,2021-10-16 13:03:50.424356+00
5662611761154100570,6199058642517952355,2021-10-18 07:24:43.340209+00
5662611761154100570,8673808315953192947,2021-10-18 16:13:39.521786+00
5662611761154100570,6994746847176157285,2021-11-11 11:50:53.933371+00
5662611761154100570,5412898004684688624,2021-10-22 12:23:12.150655+00
5662611761154100570,522055245058699995,2021-10-27 13:08:23.730499+00
